Date,EPU
2017-04-01,47.83275419
2017-04-02,47.83275419
2017-04-03,47.83275419
2017-04-04,47.83275419
2017-04-05,47.83275419
2017-04-06,47.83275419
2017-04-07,47.83275419
2017-04-08,47.83275419
2017-04-09,47.83275419
2017-04-10,47.83275419
2017-04-11,47.83275419
2017-04-12,47.83275419
2017-04-13,47.83275419
2017-04-14,47.83275419
2017-04-15,47.83275419
2017-04-16,47.83275419
2017-04-17,47.83275419
2017-04-18,47.83275419
2017-04-19,47.83275419
2017-04-20,47.83275419
2017-04-21,47.83275419
2017-04-22,47.83275419
2017-04-23,47.83275419
2017-04-24,47.83275419
2017-04-25,47.83275419
2017-04-26,47.83275419
2017-04-27,47.83275419
2017-04-28,47.83275419
2017-04-29,47.83275419
2017-04-30,47.83275419
2017-05-01,64.8814477
2017-05-02,64.8814477
2017-05-03,64.8814477
2017-05-04,64.8814477
2017-05-05,64.8814477
2017-05-06,64.8814477
2017-05-07,64.8814477
2017-05-08,64.8814477
2017-05-09,64.8814477
2017-05-10,64.8814477
2017-05-11,64.8814477
2017-05-12,64.8814477
2017-05-13,64.8814477
2017-05-14,64.8814477
2017-05-15,64.8814477
2017-05-16,64.8814477
2017-05-17,64.8814477
2017-05-18,64.8814477
2017-05-19,64.8814477
2017-05-20,64.8814477
2017-05-21,64.8814477
2017-05-22,64.8814477
2017-05-23,64.8814477
2017-05-24,64.8814477
2017-05-25,64.8814477
2017-05-26,64.8814477
2017-05-27,64.8814477
2017-05-28,64.8814477
2017-05-29,64.8814477
2017-05-30,64.8814477
2017-05-31,64.8814477
2017-06-01,42.18906135
2017-06-02,42.18906135
2017-06-03,42.18906135
2017-06-04,42.18906135
2017-06-05,42.18906135
2017-06-06,42.18906135
2017-06-07,42.18906135
2017-06-08,42.18906135
2017-06-09,42.18906135
2017-06-10,42.18906135
2017-06-11,42.18906135
2017-06-12,42.18906135
2017-06-13,42.18906135
2017-06-14,42.18906135
2017-06-15,42.18906135
2017-06-16,42.18906135
2017-06-17,42.18906135
2017-06-18,42.18906135
2017-06-19,42.18906135
2017-06-20,42.18906135
2017-06-21,42.18906135
2017-06-22,42.18906135
2017-06-23,42.18906135
2017-06-24,42.18906135
2017-06-25,42.18906135
2017-06-26,42.18906135
2017-06-27,42.18906135
2017-06-28,42.18906135
2017-06-29,42.18906135
2017-06-30,42.18906135
2017-07-01,91.38012054
2017-07-02,91.38012054
2017-07-03,91.38012054
2017-07-04,91.38012054
2017-07-05,91.38012054
2017-07-06,91.38012054
2017-07-07,91.38012054
2017-07-08,91.38012054
2017-07-09,91.38012054
2017-07-10,91.38012054
2017-07-11,91.38012054
2017-07-12,91.38012054
2017-07-13,91.38012054
2017-07-14,91.38012054
2017-07-15,91.38012054
2017-07-16,91.38012054
2017-07-17,91.38012054
2017-07-18,91.38012054
2017-07-19,91.38012054
2017-07-20,91.38012054
2017-07-21,91.38012054
2017-07-22,91.38012054
2017-07-23,91.38012054
2017-07-24,91.38012054
2017-07-25,91.38012054
2017-07-26,91.38012054
2017-07-27,91.38012054
2017-07-28,91.38012054
2017-07-29,91.38012054
2017-07-30,91.38012054
2017-07-31,91.38012054
2017-08-01,74.41706212
2017-08-02,74.41706212
2017-08-03,74.41706212
2017-08-04,74.41706212
2017-08-05,74.41706212
2017-08-06,74.41706212
2017-08-07,74.41706212
2017-08-08,74.41706212
2017-08-09,74.41706212
2017-08-10,74.41706212
2017-08-11,74.41706212
2017-08-12,74.41706212
2017-08-13,74.41706212
2017-08-14,74.41706212
2017-08-15,74.41706212
2017-08-16,74.41706212
2017-08-17,74.41706212
2017-08-18,74.41706212
2017-08-19,74.41706212
2017-08-20,74.41706212
2017-08-21,74.41706212
2017-08-22,74.41706212
2017-08-23,74.41706212
2017-08-24,74.41706212
2017-08-25,74.41706212
2017-08-26,74.41706212
2017-08-27,74.41706212
2017-08-28,74.41706212
2017-08-29,74.41706212
2017-08-30,74.41706212
2017-08-31,74.41706212
2017-09-01,61.55705378
2017-09-02,61.55705378
2017-09-03,61.55705378
2017-09-04,61.55705378
