Date,Close,Open,High,Low,Volume,Change
2016-02-26,31294.08,30856.24,31329.74,30856.24,79690000.0,1.6
2016-02-29,31369.51,31303.18,31434.61,31219.14,71610000.0,0.24
2016-03-01,31509.11,31384.67,31538.65,31321.7,59240000.0,0.45
2016-03-02,31772.9,31532.79,31876.16,31532.79,115000000.0,0.84
2016-03-03,32146.58,31849.86,32233.43,31849.86,93900000.0,1.18
2016-03-04,32441.74,32236.49,32480.39,32236.49,95280000.0,0.92
2016-03-07,33022.6,32463.9,33029.62,32463.9,125770000.0,1.79
2016-03-08,33032.85,33083.69,33210.52,32933.29,145880000.0,0.03
2016-03-09,32957.98,32984.48,33086.51,32893.07,125030000.0,-0.23
2016-03-10,32710.56,33030.94,33080.36,32671.23,76410000.0,-0.75
2016-03-11,32669.16,32716.67,32757.62,32523.19,66760000.00000001,-0.13
2016-03-14,32738.56,32708.3,32878.66,32708.3,69250000.0,0.21
2016-03-15,32623.02,32749.23,32769.18,32585.79,96290000.0,-0.35
2016-03-16,32891.08,32661.76,32941.44,32654.82,100670000.0,0.82
2016-03-17,32957.75,32994.52,33116.26,32937.76,89390000.0,0.2
2016-03-18,33080.4,32968.58,33145.62,32942.26,111780000.0,0.37
2016-03-21,33022.87,33081.69,33164.99,33000.46,54680000.0,-0.17
2016-03-22,32928.3,33084.45,33191.08,32868.07,70590000.0,-0.29
2016-03-24,32801.88,32883.44,32941.17,32778.41,47120000.0,-0.38
2016-03-25,32876.55,32807.29,32905.67,32777.11,62600000.0,0.23
2016-03-28,32904.32,32835.0,32986.89,32736.74,50150000.0,0.08
2016-03-29,32879.67,32921.06,33000.68,32854.33,67460000.0,-0.07
2016-03-30,32922.4,32880.99,32998.54,32863.62,71950000.0,0.13
2016-03-31,33139.0,32910.47,33188.35,32910.47,114640000.0,0.66
2016-04-01,33449.62,33129.75,33467.47,33121.92,119960000.0,0.94
2016-04-04,33808.42,33476.49,33829.32,33372.95,163400000.0,1.07
2016-04-05,33766.49,33815.77,33951.41,33714.06,213200000.0,-0.12
2016-04-06,33946.37,33815.86,34032.65,33815.86,187700000.0,0.53
2016-04-07,33896.03,34034.94,34058.06,33870.8,103290000.0,-0.15
2016-04-08,33967.54,33893.72,33993.98,33877.24,105800000.0,0.21
2016-04-11,33566.22,34015.06,34154.7,33547.87,115670000.0,-1.18
2016-04-12,33616.9,33578.03,33675.59,33415.93,83110000.0,0.15
2016-04-13,33646.1,33676.66,33785.64,33471.92,108870000.0,0.09
2016-04-14,33767.59,33672.92,33814.8,33605.63,121780000.0,0.36
2016-04-15,33767.12,33793.61,33917.46,33736.75,90980000.0,0.0
2016-04-18,33759.97,33700.47,33832.85,33632.83,94680000.0,-0.02
2016-04-19,33729.62,33763.08,33886.44,33676.66,104250000.0,-0.09
2016-04-20,33619.84,33755.82,33757.29,33599.45,111990000.0,-0.33
2016-04-21,33572.13,33619.81,33916.69,33495.37,167140000.0,-0.14
2016-04-22,33739.54,33603.67,33848.39,33599.3,92650000.0,0.5
2016-04-25,33684.56,33764.95,33785.74,33498.75,74640000.0,-0.16
2016-04-26,33847.74,33711.98,34027.17,33702.78,140930000.0,0.48
2016-04-27,34269.28,33933.82,34307.3,33917.55,135960000.0,1.25
2016-04-28,34503.64,34323.31,34580.97,34323.31,152410000.0,0.68
2016-04-29,34719.29,34591.87,34881.67,34458.79,180500000.0,0.63
2016-05-02,34567.52,34727.2,34806.66,34489.97,119830000.0,-0.44
2016-05-03,34897.3,34557.37,34923.19,34474.49,130020000.00000001,0.95
2016-05-04,35317.56,34919.15,35440.37,34919.15,194110000.0,1.2
2016-05-05,35941.47,35351.68,35961.99,35351.68,171300000.0,1.77
2016-05-06,35973.68,35983.78,36203.51,35832.32,218340000.0,0.09
2016-05-09,36234.99,36089.7,36303.86,36089.7,148760000.0,0.73
2016-05-10,36265.12,36179.68,36339.42,36037.8,124890000.0,0.08
2016-05-11,36266.23,36358.2,36412.23,36231.58,168840000.0,0.0
2016-05-12,36048.76,36260.2,36448.43,36016.66,108960000.0,-0.6
2016-05-13,36122.49,36052.38,36123.37,35957.21,115770000.0,0.2
2016-05-16,36125.37,36173.3,36241.57,36090.5,79440000.0,0.01
2016-05-17,36137.12,36215.94,36390.41,36100.02,161730000.0,0.03
2016-05-18,36318.21,36197.15,36366.2,36180.5,134350000.0,0.5
2016-05-19,36685.05,36321.76,36809.31,36321.76,273930000.0,1.01
2016-05-20,36693.5,36721.78,36848.02,36646.97,173670000.0,0.02
2016-05-23,36723.35,36725.57,36751.43,36433.48,168730000.0,0.08
2016-05-24,36582.35,36740.33,36794.07,36553.78,169130000.0,-0.38
2016-05-25,36499.43,36583.53,36767.24,36483.21,119470000.0,-0.23
2016-05-26,36540.97,36565.77,36683.09,36461.95,109080000.0,0.11
2016-05-27,36694.26,36549.96,36775.8,36531.41,101750000.0,0.42
2016-05-30,36234.69,36666.05,36684.26,36183.8,108120000.0,-1.25
2016-05-31,36061.56,36199.51,36414.38,35947.74,135420000.0,-0.48
2016-06-01,36496.16,36046.97,36518.58,36044.6,127450000.0,1.21
2016-06-02,36839.14,36483.2,36880.86,36483.2,219020000.0,0.94
2016-06-03,37223.0,36893.32,37360.88,36893.32,172830000.0,1.04
2016-06-06,37352.27,37260.36,37481.11,37208.27,161130000.0,0.35
2016-06-07,37392.29,37389.62,37539.0,37331.39,102830000.0,0.11
2016-06-08,37426.39,37502.21,37614.45,37411.44,104680000.0,0.09
2016-06-09,37414.26,37479.2,37536.32,37392.24,98110000.0,-0.03
2016-06-10,36940.88,37456.21,37459.92,36828.82,71080000.0,-1.27
2016-06-13,36979.96,36883.71,37081.97,36637.81,104730000.0,0.11
2016-06-14,37517.75,37051.06,37594.39,37051.06,109620000.0,1.45
2016-06-15,38559.87,37625.37,38609.01,37625.37,193100000.0,2.78
2016-06-16,38751.6,38596.27,39039.67,38392.0,191480000.0,0.5
2016-06-17,38776.94,38774.78,38963.03,38640.0,104730000.0,0.07
2016-06-20,38469.82,38888.55,38981.56,38469.82,114530000.0,-0.79
2016-06-21,38415.31,38492.44,38605.82,38337.93,90800000.0,-0.14
2016-06-22,38149.26,38442.55,38620.05,38123.12,74160000.0,-0.69
2016-06-23,38237.89,38145.04,38264.58,38014.52,67600000.0,0.23
2016-06-24,37389.88,38229.62,38229.62,36826.08,154850000.0,-2.22
2016-06-27,37039.57,37399.42,37503.96,36957.05,119750000.0,-0.94
2016-06-28,37076.63,37056.9,37267.3,36863.64,94130000.0,0.1
2016-06-29,37786.57,37240.53,37801.92,37240.53,91850000.0,1.91
2016-06-30,37783.54,37800.74,37993.74,37730.31,81480000.0,-0.01
2016-07-04,37966.76,37887.84,38007.51,37691.13,88230000.0,0.48
2016-07-11,38367.96,37881.41,38427.78,37814.6,110870000.0,1.06
2016-07-12,39031.62,38404.14,39067.29,38404.14,179230000.0,1.73
2016-07-13,39049.46,39116.5,39289.11,39017.96,137650000.0,0.05
2016-07-14,39257.0,39053.07,39295.46,38948.17,88640000.0,0.53
2016-07-15,39188.47,39249.57,39415.25,39148.66,122470000.0,-0.17
2016-07-18,39253.25,39188.89,39269.14,38905.82,122840000.0,0.17
2016-07-19,39208.88,39225.34,39322.25,39164.3,121080000.0,-0.11
2016-07-20,39098.79,39216.44,39288.42,38945.96,151420000.0,-0.28
2016-07-21,39306.79,39063.77,39390.42,39063.77,139730000.0,0.53
2016-07-22,39151.78,39307.31,39420.65,39114.31,120110000.0,-0.39
2016-07-25,39017.32,39144.56,39159.54,38996.97,73200000.0,-0.34
2016-07-26,39147.33,38996.44,39195.92,38996.44,112580000.0,0.33
2016-07-27,39434.97,39185.95,39592.03,39130.07,104810000.0,0.73
2016-07-28,39468.98,39461.12,39716.14,39325.11,90680000.0,0.09
2016-07-29,39505.28,39426.23,39562.18,39280.69,96030000.0,0.09
2016-08-01,39800.64,39567.45,39917.13,39559.88,122010000.0,0.75
2016-08-02,39786.93,39820.62,39860.57,39675.28,122310000.0,-0.03
2016-08-03,39615.76,39794.98,39833.66,39594.08,103040000.0,-0.43
2016-08-04,39446.7,39631.22,39824.14,39395.79,93130000.0,-0.43
2016-08-05,39390.21,39399.9,39507.8,39330.02,144820000.0,-0.14
2016-08-08,39476.17,39386.24,39500.56,39379.48,99800000.0,0.22
2016-08-09,39663.71,39475.71,39737.57,39475.71,133639999.99999999,0.48
2016-08-10,39805.88,39709.92,39862.94,39709.92,107170000.0,0.36
2016-08-11,39861.6,39815.76,39907.52,39743.26,185130000.0,0.14
2016-08-12,39907.64,39982.2,40083.06,39866.38,140950000.0,0.12
2016-08-15,40030.52,39998.82,40104.15,39977.85,81650000.0,0.31
2016-08-16,40050.17,40115.03,40211.35,40027.76,96890000.0,0.05
2016-08-17,40057.52,40076.41,40205.07,40018.36,128550000.00000001,0.02
2016-08-18,39771.2,40113.31,40213.89,39742.78,135250000.0,-0.71
2016-08-19,39499.08,39802.66,39839.19,39465.2,135520000.0,-0.68
2016-08-22,39457.95,39531.84,39543.18,39254.05,79630000.0,-0.1
2016-08-23,39400.19,39404.45,39617.75,39362.61,66510000.00000001,-0.15
2016-08-24,39506.58,39418.39,39544.68,39362.25,63530000.0,0.27
2016-08-25,39792.1,39525.37,39867.09,39511.55,119770000.0,0.72
2016-08-26,39926.7,39823.66,39950.24,39800.81,159930000.0,0.34
2016-08-29,40023.02,39991.94,40102.51,39991.94,182310000.0,0.24
2016-08-30,39991.79,40040.24,40084.11,39943.49,160280000.0,-0.08
2016-08-31,39809.58,39996.38,40022.76,39772.7,104800000.0,-0.46
2016-09-01,39738.67,39813.6,39899.74,39722.78,101870000.0,-0.18
2016-09-02,39464.65,39754.84,39755.63,39432.18,102040000.0,-0.69
2016-09-05,39278.11,39470.79,39595.11,39248.68,82090000.0,-0.47
2016-09-06,39688.97,39331.36,39769.76,39250.16,110000000.0,1.05
2016-09-07,40084.87,39775.08,40110.45,39775.08,195790000.0,1.0
2016-09-08,40136.93,40247.91,40289.87,40053.18,187610000.0,0.13
2016-09-09,40340.23,40191.19,40420.19,40183.16,200620000.0,0.51
2016-09-15,40216.35,40347.36,40347.72,40133.51,148790000.0,-0.31
2016-09-16,40363.68,40298.02,40473.43,40286.86,216420000.0,0.37
2016-09-19,40414.72,40426.67,40542.64,40392.47,282060000.0,0.13
2016-09-20,40340.46,40414.72,40508.95,40129.7,212730000.0,-0.18
2016-09-21,39771.42,40353.05,40356.16,39646.77,210690000.0,-1.41
2016-09-22,40135.31,39899.07,40319.0,39899.07,209310000.0,0.91
2016-09-23,39781.95,40166.4,40180.33,39739.17,105210000.0,-0.88
2016-09-26,40220.76,39866.43,40275.84,39866.43,124420000.0,1.1
2016-09-27,40294.38,40304.42,40406.91,40156.84,185650000.0,0.18
2016-09-28,40355.02,40344.79,40467.91,40207.26,192100000.0,0.15
2016-09-29,40295.52,40644.22,40861.27,40144.0,234860000.0,-0.15
2016-09-30,40541.81,40346.92,40580.33,40245.47,176790000.0,0.61
2016-10-03,40986.31,40652.88,41131.35,40650.76,176320000.0,1.1
2016-10-04,41123.97,41119.98,41197.34,41014.01,196790000.0,0.34
2016-10-05,41253.46,41277.17,41425.09,41240.13,178270000.0,0.31
2016-10-06,41252.17,41327.43,41446.7,41231.81,231710000.0,0.0
2016-10-07,41200.48,41309.5,41372.21,41124.13,179320000.0,-0.13
2016-10-10,41403.97,41295.15,41431.57,41199.85,135780000.0,0.49
2016-10-13,41412.04,41527.71,41631.55,41344.17,193490000.0,0.02
2016-10-14,41464.31,41435.56,41512.44,41170.43,180590000.0,0.13
2016-10-17,41282.72,41509.75,41604.6,41256.36,149450000.0,-0.44
2016-10-18,40954.22,41279.83,41280.12,40759.96,164540000.0,-0.8
2016-10-19,40924.14,41011.96,41063.88,40668.82,166690000.0,-0.07
2016-10-20,41545.95,41022.85,41688.57,41019.05,218870000.0,1.52
2016-10-21,41291.43,41577.36,41600.97,41257.67,217780000.0,-0.61
2016-10-24,40852.03,41264.0,41264.0,40793.56,115400000.0,-1.06
2016-10-25,40764.76,40722.99,40812.15,40176.81,163460000.0,-0.21
2016-10-26,40526.81,40774.87,40921.37,40427.13,197130000.0,-0.58
2016-10-27,39987.31,40553.48,40583.26,39929.05,162600000.0,-1.33
2016-10-28,39872.88,39792.57,40061.01,39538.04,151430000.0,-0.29
2016-10-31,39893.84,39883.94,40173.83,39789.7,130690000.0,0.05
2016-11-01,41299.87,39894.1,41340.68,39855.42,206510000.0,3.52
2016-11-02,41742.75,41563.86,41962.62,41375.82,230670000.0,1.07
2016-11-03,41974.46,41855.47,42107.99,41702.88,242810000.0,0.56
2016-11-04,41841.56,41959.89,42121.47,41799.26,213640000.0,-0.32
2016-11-07,42133.54,41853.0,42204.53,41804.14,169360000.0,0.7
2016-11-08,42113.91,42261.03,42413.46,42009.91,289240000.0,-0.05
2016-11-09,42203.63,41842.26,42227.74,41352.52,296150000.0,0.21
2016-11-10,42703.99,42309.03,42772.21,42309.03,232300000.0,1.19
2016-11-11,42849.12,42719.34,42949.16,42497.73,213160000.0,0.34
2016-11-14,42525.93,42946.85,43084.67,42400.3,258660000.00000003,-0.75
2016-11-15,42292.67,42546.24,42641.53,42251.55,125810000.0,-0.55
2016-11-16,42404.47,42364.15,42481.07,42213.5,114060000.0,0.26
2016-11-17,42411.8,42441.91,42526.93,42326.98,140070000.0,0.02
2016-11-18,42324.94,42436.4,42505.7,42253.88,106050000.0,-0.2
2016-11-21,42439.04,42369.53,42546.53,42336.45,100510000.0,0.27
2016-11-22,42631.58,42535.56,42748.4,42535.56,122890000.0,0.45
2016-11-23,42901.02,42706.01,42923.42,42582.41,144500000.0,0.63
2016-11-24,42949.73,42905.54,43206.33,42905.53,140030000.0,0.11
2016-11-25,42999.66,42973.72,43066.84,42907.07,149080000.0,0.12
2016-11-28,43060.71,43039.77,43184.92,43011.43,91750000.0,0.14
2016-11-29,42811.27,43085.95,43297.41,42772.56,174780000.0,-0.58
2016-11-30,42622.37,42839.5,42865.59,42583.1,138210000.0,-0.44
2016-12-01,42907.36,43032.81,43280.43,42860.97,175750000.0,0.67
2016-12-02,43270.9,43002.62,43308.14,42913.21,88320000.0,0.85
2016-12-05,43739.97,43359.62,43797.69,43346.55,128830000.00000001,1.08
2016-12-06,44199.4,43807.15,44236.89,43807.15,189580000.0,1.05
2016-12-07,44494.99,44273.58,44539.28,44107.82,244960000.0,0.67
2016-12-08,44741.98,44653.09,44836.1,44447.89,135930000.0,0.56
2016-12-09,45387.23,44901.14,45489.59,44898.85,195260000.0,1.44
2016-12-13,45857.89,45788.21,46126.21,45735.8,193870000.0,1.04
2016-12-14,46185.27,45957.68,46268.44,45602.64,201040000.0,0.71
2016-12-15,46358.35,46165.17,46635.31,46141.79,171810000.0,0.37
2016-12-16,46584.53,46419.06,46661.74,46229.89,177420000.0,0.49
2016-12-19,46938.59,46813.27,47070.56,46813.27,187250000.0,0.76
2016-12-20,47210.06,47027.18,47380.88,46810.02,201200000.0,0.58
2016-12-21,46993.31,47303.45,47325.91,46344.88,176810000.0,-0.46
2016-12-22,46699.78,47067.86,47202.02,46665.52,133710000.00000001,-0.62
2016-12-23,46633.99,46730.56,46826.71,46443.22,105410000.0,-0.14
2016-12-26,46689.73,46660.53,46898.59,46622.42,83500000.0,0.12
2016-12-27,46920.47,46687.53,46985.65,46685.76,90440000.0,0.49
2016-12-28,47424.63,46986.12,47563.46,46986.12,140850000.0,1.07
2016-12-29,47666.66,47509.57,47713.34,47495.66,197640000.0,0.51
2016-12-30,47806.97,47675.89,47933.8,47634.81,154530000.0,0.29
2017-01-02,48240.28,47881.53,48357.57,47878.33,181430000.0,0.91
2017-01-03,48827.55,48278.62,48924.08,47906.38,210060000.0,1.22
2017-01-04,48704.99,48814.47,49069.05,48635.87,181320000.0,-0.25
2017-01-05,48713.63,48743.07,48934.0,48642.09,140670000.0,0.02
2017-01-06,49038.23,48769.07,49104.04,48769.07,153150000.0,0.67
2017-01-09,49039.41,49082.86,49439.26,48998.17,178310000.0,0.0
2017-01-10,48865.79,48957.32,49001.38,48687.26,176920000.0,-0.35
2017-01-11,49371.6,48872.02,49389.89,48867.86,191350000.0,1.04
2017-01-12,49517.02,49590.63,49804.55,49454.61,200540000.0,0.29
2017-01-13,49210.5,49610.05,49673.17,49155.68,167830000.0,-0.62
2017-01-16,48888.54,49392.83,49395.11,48821.75,157170000.0,-0.65
2017-01-17,48678.65,48961.63,49003.96,48108.93,179470000.0,-0.43
2017-01-18,48642.21,48731.5,48971.01,48501.42,151900000.0,-0.07
2017-01-19,49013.82,48742.25,49065.33,48693.89,208550000.0,0.76
2017-01-20,49364.83,49027.96,49464.06,49027.96,181240000.0,0.72
2017-01-23,49876.18,49532.13,49937.25,49532.13,349130000.0,1.04
2017-01-24,49968.92,49942.88,50055.36,49621.84,226390000.0,0.19
2017-01-25,49756.77,50094.26,50267.24,49721.46,172660000.0,-0.42
2017-01-26,50192.36,49771.18,50286.02,49668.64,202800000.0,0.88
2017-01-27,49963.77,50230.54,50886.8,49900.63,384500000.0,-0.46
2017-01-30,48972.24,50086.6,50339.93,48836.5,184150000.0,-1.98
2017-01-31,48757.67,48909.78,49142.77,48349.36,162090000.0,-0.44
2017-02-01,49455.86,48963.6,49514.1,48963.6,180490000.0,1.43
2017-02-02,49665.97,49594.14,49933.91,49426.87,177990000.0,0.42
2017-02-03,49555.83,49697.22,49780.53,49430.9,147440000.0,-0.22
2017-02-06,49630.04,49643.0,49739.89,49534.07,97530000.0,0.15
2017-02-07,49859.39,49706.37,49920.26,49705.76,120470000.0,0.46
2017-02-08,49874.96,49967.34,50034.94,49742.74,174850000.0,0.03
2017-02-09,49908.15,49896.54,50196.83,49784.33,245850000.0,0.07
2017-02-10,49925.08,49929.24,50093.38,49845.85,137310000.0,0.03
2017-02-13,49965.63,50032.44,50322.55,49834.69,143010000.0,0.08
2017-02-14,49767.91,49931.94,50036.65,49527.7,136390000.0,-0.4
2017-02-15,49214.15,49833.7,49920.28,49097.02,156600000.0,-1.11
2017-02-16,49588.3,49344.9,49693.84,49163.91,88870000.0,0.76
2017-02-17,49375.71,49612.89,49893.38,49320.48,153830000.0,-0.43
2017-02-20,48929.12,49425.63,49597.33,48850.9,112580000.0,-0.9
2017-02-21,49015.09,48924.7,49103.59,48655.92,118970000.0,0.18
2017-02-22,48981.65,49119.81,49331.54,48710.29,178280000.0,-0.07
2017-02-23,49062.26,49012.7,49153.44,48474.8,113780000.0,0.16
2017-02-24,49007.99,49136.8,49273.94,48941.69,133460000.00000001,-0.11
2017-02-27,48520.75,49018.74,49081.28,48489.74,95000000.0,-0.99
2017-02-28,48534.23,48541.91,48636.35,48146.68,87720000.0,0.03
2017-03-01,48992.16,48627.9,49050.51,48627.1,95760000.0,0.94
2017-03-02,49696.08,49252.08,49729.99,49252.08,148290000.0,1.44
2017-03-03,49623.81,49778.59,49894.52,49564.08,118710000.0,-0.15
2017-03-06,49434.89,49696.83,49841.1,49342.95,77150000.0,-0.38
2017-03-07,49452.71,49448.87,49525.48,49216.32,100770000.0,0.04
2017-03-08,49754.72,49468.61,49778.21,49424.82,95420000.0,0.61
2017-03-09,49392.44,49752.1,49857.09,49219.55,96520000.0,-0.73
2017-03-10,49191.75,49360.99,49456.39,49048.95,78120000.0,-0.41
2017-03-13,48655.72,49188.56,49254.77,48562.0,50030000.0,-1.09
2017-03-14,48539.06,48649.84,48662.51,48061.27,92560000.0,-0.24
2017-03-15,48305.83,48630.19,48767.44,48209.89,114130000.0,-0.48
2017-03-16,48289.66,48330.05,48341.17,47774.44,101460000.0,-0.03
2017-03-17,48409.35,48339.32,48727.44,48334.13,132740000.00000001,0.25
2017-03-20,48697.65,48488.13,48757.38,48435.04,55830000.0,0.6
2017-03-21,49020.21,48723.69,49060.05,48676.68,93950000.0,0.66
2017-03-22,49016.79,49057.57,49147.32,48961.06,131690000.0,-0.01
2017-03-24,48971.05,49080.19,49138.4,48928.18,124490000.0,-0.09
2017-03-27,48680.16,49048.05,49049.43,48633.26,87150000.0,-0.59
2017-03-28,48523.41,48639.16,48685.59,48490.39,77480000.0,-0.32
2017-03-29,48375.63,48594.29,48909.1,48336.78,93650000.0,-0.3
2017-03-30,47949.33,48448.71,48504.4,47820.31,104270000.0,-0.88
2017-03-31,48155.93,47982.55,48210.74,47678.83,136340000.0,0.43
2017-04-03,48227.75,48205.55,48384.02,48120.93,64959999.99999999,0.15
2017-04-04,48088.37,48233.2,48366.04,48050.54,56700000.0,-0.29
2017-04-05,47577.31,48125.03,48166.18,47523.41,77500000.0,-1.06
2017-04-06,47356.6,47552.29,47634.87,47254.65,63040000.0,-0.46
2017-04-07,47889.37,47410.28,47960.8,47410.28,55950000.0,1.13
2017-04-10,47942.95,47896.9,48095.55,47731.99,49080000.0,0.11
2017-04-11,48250.07,47919.74,48257.03,47870.17,50130000.0,0.64
2017-04-12,48457.26,48281.21,48518.11,48280.77,77330000.0,0.43
2017-04-13,47950.58,48535.8,48553.16,47908.34,88640000.0,-1.05
2017-04-14,47577.06,47899.23,47955.6,47543.09,53170000.0,-0.78
2017-04-17,47125.12,47635.43,47652.36,46743.55,65330000.0,-0.95
2017-04-18,46874.37,47115.82,47179.45,46809.19,82620000.0,-0.53
2017-04-19,47603.48,46250.97,47715.65,46048.07,140920000.0,1.56
2017-04-20,48743.56,47557.55,49509.3,47361.11,199780000.0,2.39
2017-04-21,49708.65,48870.16,49743.43,48867.06,159070000.0,1.98
2017-04-24,50111.67,49830.78,50204.38,49588.92,135670000.0,0.81
2017-04-25,49785.17,50225.03,50304.65,49532.02,130389999.99999999,-0.65
2017-04-26,49827.51,49826.24,49954.04,49645.12,120950000.0,0.09
2017-04-27,49481.7,49876.94,49909.33,49445.69,110810000.0,-0.69
2017-04-28,49300.9,49472.04,49575.32,49238.05,112550000.0,-0.37
2017-05-02,48689.42,49146.38,49255.85,48665.09,88070000.0,-1.24
2017-05-03,48605.14,48723.98,48929.54,48490.43,134900000.0,-0.17
2017-05-04,49283.64,48632.55,49389.95,48632.55,116090000.0,1.4
2017-05-05,49851.13,49233.9,50098.59,49233.45,136690000.0,1.15
2017-05-08,50935.91,49941.51,50977.0,49932.13,145000000.0,2.18
2017-05-09,51073.14,51284.42,51488.56,50999.15,191190000.0,0.27
2017-05-10,51103.53,51113.18,51231.65,50857.5,96490000.0,0.06
2017-05-11,51426.01,51287.11,51506.96,51274.89,111850000.0,0.63
2017-05-12,51750.91,51453.23,51793.56,51399.23,127350000.0,0.63
2017-05-15,52387.87,51954.08,52599.07,51954.08,147880000.0,1.23
2017-05-16,51813.19,52821.55,52846.7,51754.07,120540000.0,-1.1
2017-05-17,51511.41,51852.35,51948.27,51443.17,107330000.0,-0.58
2017-05-18,50956.6,51569.93,51570.29,50875.11,69290000.0,-1.08
2017-05-19,50742.03,51016.99,51197.27,50666.13,76380000.0,-0.42
2017-05-22,51373.51,50817.67,51447.45,50803.78,53460000.0,1.24
2017-05-23,52146.97,51507.17,52244.24,51503.67,112040000.0,1.51
2017-05-24,52876.46,52178.58,53103.21,52178.58,147150000.0,1.4
2017-05-25,52869.01,53042.15,53127.24,52733.89,142450000.0,-0.01
2017-05-26,52636.87,52854.57,52874.63,52455.44,116430000.0,-0.44
2017-05-29,52138.9,52395.2,52563.91,52036.34,63340000.0,-0.95
2017-05-30,51453.16,52170.33,52476.18,51278.93,86440000.0,-1.32
2017-05-31,50591.57,51472.75,51492.44,50213.66,274370000.0,-1.67
2017-06-01,48780.81,50484.37,50645.33,48361.19,197080000.0,-3.58
2017-06-02,48555.3,48543.62,48915.64,47491.65,105060000.0,-0.46
2017-06-05,50120.93,48705.86,50163.07,48705.86,99970000.0,3.22
2017-06-06,50144.63,50297.8,50311.01,49920.08,89850000.0,0.05
2017-06-07,50162.81,50236.85,50349.1,49968.74,59670000.0,0.04
2017-06-08,49958.33,50082.65,50290.49,49875.56,64800000.0,-0.41
2017-06-09,49526.92,49950.34,49961.0,49478.43,39350000.0,-0.86
2017-06-12,47671.8,49433.9,49433.9,47538.17,62640000.0,-3.75
2017-06-13,48071.04,47593.37,48513.23,47099.99,103240000.0,0.84
2017-06-14,47608.64,48252.15,48601.75,47484.85,74800000.0,-0.96
2017-06-15,47442.73,47482.08,48088.63,47369.87,107370000.0,-0.35
2017-06-16,46858.56,47461.36,47527.41,46733.7,58270000.0,-1.23
2017-06-19,46593.34,46914.07,47083.26,46312.95,74830000.0,-0.57
2017-06-20,44914.44,46666.51,46777.33,44823.56,135200000.0,-3.6
2017-06-21,45474.46,44699.09,45765.35,43826.67,187880000.0,1.25
2017-06-22,46332.31,45611.28,46464.38,45540.66,167310000.0,1.89
2017-06-29,46711.85,46398.74,47086.47,46115.6,106820000.0,0.82
2017-06-30,46565.29,46747.19,46831.98,46506.12,113130000.0,-0.31
2017-07-03,44665.41,46523.33,46523.33,44639.82,77680000.0,-4.08
2017-07-04,45394.06,44610.69,45686.03,44328.2,99780000.0,1.63
2017-07-05,45413.42,45408.68,46358.26,45152.63,108490000.0,0.04
2017-07-06,44823.11,45385.9,45579.95,44560.21,72690000.0,-1.3
2017-07-07,45222.15,44819.65,45291.89,44549.45,75720000.0,0.89
2017-07-10,46273.81,45133.46,46332.35,44710.24,120980000.0,2.33
2017-07-11,44120.58,45278.17,45278.17,44117.17,104050000.0,-4.65
2017-07-12,43792.19,43746.75,44205.77,43027.15,126790000.0,-0.74
2017-07-13,43783.55,43777.62,44121.3,43060.98,76510000.0,-0.02
2017-07-14,44337.44,43806.39,44466.38,43695.88,58170000.0,1.27
2017-07-17,44523.21,44195.09,44630.07,44173.44,33980000.0,0.42
2017-07-18,45636.36,44517.52,45669.06,44517.06,83690000.0,2.5
2017-07-19,45418.7,45651.26,45808.8,45297.15,82020000.0,-0.48
2017-07-20,45059.93,45651.57,46087.58,44971.68,67130000.0,-0.79
2017-07-21,45294.39,44975.2,45382.22,44548.36,56610000.0,0.52
2017-07-24,45529.2,45366.3,45566.7,45271.06,53080000.0,0.52
2017-07-25,45917.9,45570.34,45939.56,45499.23,79010000.0,0.85
2017-07-26,45908.39,46031.54,46106.72,45857.92,66819999.99999999,-0.02
2017-07-27,45905.76,45854.97,46025.07,45758.21,73390000.0,-0.01
2017-07-28,45912.03,44989.88,46060.55,44235.94,161050000.0,0.01
2017-07-31,46010.45,46334.55,47111.54,45911.74,150410000.0,0.21
2017-08-01,46533.43,46071.7,46623.91,46064.87,108040000.0,1.14
2017-08-02,46949.04,46690.3,46989.27,46689.62,154550000.0,0.89
2017-08-03,47084.34,47040.47,47167.63,46857.45,201990000.0,0.29
2017-08-04,46877.37,47121.41,47241.17,46834.99,137740000.0,-0.44
2017-08-07,46465.66,46892.24,46929.2,46336.66,99960000.0,-0.88
2017-08-08,45979.7,46515.07,46517.55,45905.02,84450000.0,-1.05
2017-08-09,45998.81,46010.39,46101.08,45591.38,101530000.0,0.04
2017-08-10,45634.02,46024.13,46213.14,45572.11,74530000.0,-0.79
2017-08-11,45288.49,45625.14,45627.05,45261.25,42500000.0,-0.76
2017-08-15,43899.45,45331.16,45419.52,43822.2,85390000.0,-3.07
2017-08-16,44186.96,43912.92,44332.51,43781.57,87150000.0,0.65
2017-08-17,43136.06,44216.97,44257.26,43044.12,77590000.0,-2.38
2017-08-18,43078.38,43133.88,43187.09,42347.19,88140000.0,-0.13
2017-08-21,42153.38,43110.92,43135.01,42016.87,78890000.0,-2.15
2017-08-22,41983.16,42073.08,42291.15,41062.73,112240000.0,-0.4
2017-08-23,42910.79,42000.35,42949.9,41927.22,82010000.0,2.21
2017-08-24,42268.62,42966.24,43173.22,42136.17,82590000.0,-1.5
2017-08-25,42641.75,42211.84,42784.72,41836.1,106300000.0,0.88
